,Date,Ticker,Url,headline,source,snippet
4,2 weeks ago,MSFT,"https://www.cmcmarkets.com/en-au/news-and-analysis/need-4-speed-read-asx-report-181122"" ",Need 4 Speed Read - ASX Report - 18/11/22,CMC Markets,"Need 4 Speed Read - ASX Report - 18/11/22 ... For real-time up-to-date 
data/news/research/ideas/strategies, check out our insights panel on..."
5,2 weeks ago,MSFT,"https://www.gurufocus.com/news/1896236/national-pension-services-top-5-buys-of-the-3rd-quarter"" ",National Pension Service's Top,GuruFocus,"The 13F report details which stocks were in a guru's equity ... On 
11/18/2022, Microsoft Corp traded for a price of $241.68 per share and a..."
6,3 weeks ago,MSFT,"https://www.benzinga.com/markets/options/22/11/29620716/10-information-technology-stocks-with-whale-alerts-in-todays-session"" ","10 Information Technology Stocks With Whale Alerts In Today's Session - 
Microsoft (NASDAQ:MSFT), MicroStr",Benzinga,"we notice a call option trade that happens to be bearish, expiring in 10 
day(s) on November 18, 2022. ... Regarding MSFT. MSFT+ Free Alerts."
7,2 weeks ago,MSFT,"https://www.prnewswire.co.uk/news-releases/pexip-gives-google-meet-users-greater-flexibility-to-join-calls-from-third-party-video-conference-systems-301682816.html"" ",Pexip gives Google Meet users greater flexibility to join calls ...,PR Newswire UK,"OSLO, Norway, Nov. 18, 2022 /PRNewswire/ -- Pexip, ... Pexip customers 
using the company's Microsoft Teams ERC solution can also take..."
8,2 weeks ago,MSFT,"https://finance.yahoo.com/news/ideagen-global-goals-summit-2022-230000071.html"" ",Ideagen Global Goals Summit 2022 at the United Nations,Yahoo Finance,"NORTHAMPTON, MA / ACCESSWIRE / November 18, 2022 / Ideagen Global Convened 
... at The Global Goals Summit includes Microsoft, Splunk, KPMG,..."
9,2 weeks ago,MSFT,"https://en.tempo.co/read/1658361/goto-employee-recalls-layoff-announcement-1300-likely-affected"" ","GoTo Employee Recalls Layoff Announcement; 1,300 Likely ...",Tempo.co English,"BA described how the company's management deliver the news while ... said 
the employee to Tempo via telephone on Friday, November 18, 2022."
0,2 weeks ago,MSFT,"https://finance.yahoo.com/news/billionaire-steve-cohen-top-10-190612839.html"" ",Billionaire Steve Cohen’s Top 10 Technology Stocks,Yahoo Finance,"Like Amazon, Point72 Asset Management is arguably underweight the stock as 
Microsoft Corporation (NASDAQ:MSFT) accounts for 0.89% of the fund's..."
1,2 weeks ago,MSFT,"https://www.morningstar.com/news/marketwatch/20221119268/veteran-manager-offers-5-cheap-quality-dividend-stocks-that-will-let-you-play-one-of-techs-biggest-themes"" ","Veteran manager offers 5 'cheap, quality, dividend' stocks that ...",Morningstar,"From the Big Tech batch, Tengler says they've been picking up beaten-down 
shares of Microsoft (MSFT). ""If the company's fundamentals are..."
2,2 weeks ago,MSFT,"https://ca.movies.yahoo.com/martello-announces-2m-usd-private-123500113.html"" ","Martello Announces $2M USD Private Placement Resulting in the Creation of a 
Control Person",Yahoo Movies Canada,"... a provider of software that optimizes the Microsoft Modern Workplace, 
... Wesley Clover currently holds 63,255,571 Common Shares and..."
3,2 weeks ago,MSFT,"https://finance.yahoo.com/news/black-friday-iphone-deals-2022-130500275.html"" ","Black Friday iPhone Deals (2022): Best Early Apple iPhone 14, iPhone 13, 
iPhone 12, iPhone 11 &amp; More Sales Rated by The Consumer Post",Yahoo Finance,"BOSTON, November 19, 2022--(BUSINESS WIRE)--Black Friday deals experts ... 
About The Consumer Post: The Consumer Post shares news for online..."
4,17-Aug-2022,MSFT,"https://simplywall.st/stocks/us/software/nasdaq-msft/microsoft/news/do-institutions-own-microsoft-corporation-nasdaqmsft-shares-2"" ",Do Institutions Own Microsoft Corporation (NASDAQ:MSFT) Shares?,Simply Wall St,"Meanwhile, the second and third largest shareholders, hold 7.0% and 4.0%, 
of the shares outstanding, respectively. On studying our ownership..."
5,4 days ago,MSFT,"https://www.vgchartz.com/article/455567/switch-sales-explode-deals-boost-xbox-series-xs-worldwide-hardware-estimates-for-nov-13-19/"" ","Switch Sales Explode, Deals Boost Xbox Series X|S ...",VGChartz,"... week ending November 19, 2022, according to VGChartz estimates. ... a 
console has been discontinued and the remaining stock has finally..."
6,2 weeks ago,MSFT,"https://www.einnews.com/pr_news/602211833/best-black-friday-treadmill-deals-2022-best-early-home-commercial-smart-folding-more-treadmill-sales-rounded-up-by-consumer-articles"" ",Best Black Friday Treadmill Deals (2022): Best Early Home ...,EIN News,"About Consumer Articles: Consumer Articles shares informative e-commerce 
news. As an affiliate Consumer Articles earns from qualifying..."
7,2 weeks ago,MSFT,"https://www.einnews.com/pr_news/602192962/erp-system-integration-and-consulting-market-what-to-watch-in-2023"" ",ERP System Integration And Consulting Market: What to Watch in 2023,EIN News,"NEW YORK CITY, NEW YORK, UNITED STATES, November 19, 2022 ... Moreover, it 
also covers the detailed company shares analysis in the report..."
8,07-Jan-2022,MSFT,"https://www.aljazeera.com/economy/2022/1/7/microsoft-and-alphabet-see-worst-week-since-start-of-pandemic"" ",Microsoft and Alphabet see worst week since start of pandemic,Al Jazeera,"For the week, shares of Alphabet Inc fell 5.4 percent, while Microsoft Corp 
shares shed 6.6 percent. Google offices in New York. For Microsoft..."
9,2 weeks ago,MSFT,"https://www.accesswire.com/726956/Best-Black-Friday-Sony-Headphones-Earbuds-Deals-2022-Early-Sony-WH-1000XM4-WH-1000XM5-WF-1000XM4-WF-1000XM3-More-Savings-Identified-by-Consumer-Articles"" ",Best Black Friday Sony Headphones &amp; Earbuds Deals 2022 ...,AccessWire,"BOSTON, MA / ACCESSWIRE / November 19, 2022 / Compare the top early Sony 
... Articles: Consumer Articles shares informative e-commerce news."
0,2 weeks ago,MSFT,"https://www.gematsu.com/2022/11/famitsu-sales-11-14-22-11-20-22"" ",Famitsu Sales: 11/14/22 - 11/20/22 [Update],Gematsu,"PlayStation 5 and Xbox Series consoles continue to face stock issues. ... 
[NSW] Minecraft (Microsoft, 06/21/18) – 7,449 (2,855,406)..."
1,1 week ago,MSFT,"https://ca.news.yahoo.com/worlds-richest-man-elon-musks-065742794.html"" ","World's richest man Elon Musk's wealth has taken a $100 billion hit in 
2022, thanks to plummeting Tesla shares",Yahoo News Canada,"News · World's richest man Elon Musk's wealth has taken a $100 billion hit 
in 2022, thanks to plummeting Tesla shares."
2,28-Aug-2022,MSFT,"https://www.financialexpress.com/investing-abroad/featured-stories/investing-in-us-stock-market-is-more-than-just-a-diversification-play/2646910/"" ",Investing in the US stock market is more than just a diversification play,The Financial Express,"The US stock market provides access to investors globally to diversify 
their investment portfolios. From Apple, Tesla, and Microsoft to many..."
3,23-Aug-2022,MSFT,"https://kalkinemedia.com/us/stocks/technology/us-tech-growth-stocks-to-watch-in-september-aapl-msft-adbe-crm-on"" ","US tech growth stocks to watch in September: AAPL, MSFT, ADBE, CRM &amp; ON",Kalkine Media,"AAPL stock showed gains of about 13 per cent YoY. · Microsoft Corporation's 
(NASDAQ: MSFT) revenue rose 18 per cent YoY in fiscal 2022. · Adobe..."
4,02-Jun-2022,MSFT,"https://www.geekwire.com/2022/microsoft-lowers-guidance-citing-foreign-exchange-rates-in-latest-sign-of-volatile-economy/"" ","Microsoft lowers guidance, citing foreign exchange rates, in ...",GeekWire,"As of publication time, Microsoft shares are trading around $271, down a 
half-point. The stock recovered some of the early losses after analysts..."
5,30-Jun-2022,MSFT,"https://www.geekwire.com/2022/interview-microsofts-president-on-turbulent-times-for-the-company-country-and-world/"" ",Interview: Microsoft's president on turbulent times for the ...,GeekWire,"Microsoft President Brad Smith is facing an array global, national and 
corporate ... is to take stock of our policies and our practices,..."
6,1 month ago,MSFT,"https://ca.news.yahoo.com/google-microsoft-hit-slowing-economy-215524743.html"" ",Google and Microsoft hit by slowing economy,Yahoo News Canada,"Sales at the tech giants Alphabet and Microsoft have slowed sharply, ... 
Shares in both Alphabet and Microsoft fell sharply in after-hours..."
7,15-May-2022,MSFT,"https://ciosea.economictimes.indiatimes.com/videos/spotlight-richard-koh-chief-technology-officer-microsoft-singapore/91532504"" ","Spotlight: Richard Koh, Chief Technology Officer, Microsoft Singapore",CIO News Southeast Asia,"In this rapid fire interview as part of our Spotlight series, Richard Koh, 
Chief Technology Officer, Microsoft Singapore shares his quick..."
8,03-Oct-2022,MSFT,"https://www.infoq.com/news/2022/10/microsoft-dotnet-6-reduces-cost/"" ",Microsoft Claims Reduction in Cloud Cost from Migrating ...,InfoQ,"Microsoft has migrated several internal services running on the Azure cloud 
from .NET Framework to .NET 6, which the company claims has..."
9,29-Aug-2022,MSFT,"https://www.geekwire.com/2022/as-tech-giants-increase-stock-compensation-to-retain-talent-can-startups-take-advantage/"" ",As tech giants increase stock compensation to retain talent ...,GeekWire,"Even when large companies increase stock awards in the name of retention, 
... “When I was at Microsoft, I had a fairly senior role,..."
0,1 week ago,MSFT,"https://www.nasdaq.com/articles/company-news-for-nov-21-2022"" ","Company News for Nov 21, 2022",Nasdaq,"Company News for Nov 21, 2022. November 21, 2022 — 09:37 ... Microsoft. 
Adobe. Nike. ... And How to Profit with These 5 Pioneering Stocks."
1,15 hours ago,MSFT,"https://www.gematsu.com/2022/12/famitsu-sales-11-21-22-11-27-22"" ",Famitsu Sales: 11/21/22 - 11/27/22 [Update],Gematsu,"PlayStation 5 and Xbox Series consoles continue to face stock issues. ... 
[NSW] Minecraft (Microsoft, 06/21/18) – 11,223 (2,866,629)..."
2,1 week ago,MSFT,"https://finance.yahoo.com/news/zacks-investment-ideas-feature-highlights-130901411.html"" ","Zacks Investment Ideas feature highlights: Visa, UnitedHealth Group, Exxon 
Mobil, Microsoft, Apple",Yahoo Finance,"For Immediate Release. Chicago, IL – November 21, 2022 – Today, Zacks 
Investment Ideas feature highlights Visa V, UnitedHealth Group UNH, Exxon..."
3,4 days ago,MSFT,"https://www.zacks.com/stock/news/2022685/focus-list-for-week-of-november-21"" ",Focus List for Week of November 21,Zacks,"for December, 2022. Our experts picked 7 Zacks Rank #1 Strong Buy stocks 
with the best chance to skyrocket within the next 30-90 days. Recent..."
4,1 week ago,MSFT,"https://www.zacks.com/stock/news/2020539/blink-blnk-shares-affected-by-macro-economic-volatility"" ",Blink (BLNK) Shares Affected by Macro Economic Volatility,Zacks,"... recession to the U.S. market, as reflected by the mass employee sacking 
by major tech giants like Meta Platforms, Twitter and Microsoft."
5,2 weeks ago,MSFT,"https://wtop.com/news/2022/11/bill-gates-portfolio-7-best-stocks-to-buy-now/"" ",Bill Gates Portfolio: 7 Best Stocks to Buy Now,WTOP,"The Trust holds more than 39.26 million shares of Microsoft worth about ... 
Update 11/21/22: This story was published at an earlier date and..."
6,1 week ago,MSFT,"https://www.marketscreener.com/quote/stock/CELLNET-GROUP-LIMITED-10352931/news/Cellnet-New-General-Manager-of-Sales-21-Nov-2022-42371392/"" ",Cellnet : New General Manager of Sales 21 Nov 2022,MarketScreener,"Cellnet : New General Manager of Sales 21 Nov 2022 ... Microsoft being a 
part of high-performance teams within the consumer space."
7,1 week ago,MSFT,"https://www.marketscreener.com/quote/stock/CANARA-BANK-6495315/news/Canara-Bank-GeM-bid-Ref-No-GEM-2022-B-2744799-dated-21-11-2022-for-Supply-Installation-Impleme-42375519/"" ","Canara Bank : GeM bid Ref. No. GEM/2022/B/2744799 dated 21/11/2022 for 
Supply, Installation, Implementation and Maintenance of Enterprise Digital 
Rights Management Solution in Canara Bank for 3 years.",Market Screener,"GEM/2022/B/2744799 dated 21/11/2022 for Supply, Installation, ... the 
meeting will be conducted through Microsoft Teams/Video Conference."
8,1 week ago,MSFT,"https://www.marketscreener.com/quote/stock/RACKSPACE-TECHNOLOGY-INC-110370321/news/Rackspace-Technology-Earns-Five-New-Microsoft-Solutions-Partner-Designations-for-Data-AI-Digital-42377304/"" ","Rackspace Technology Earns Five New Microsoft Solutions Partner 
Designations for Data &amp; AI, Digital &amp; App Innovation, Infrastructure, 
Modern Work, and Security",MarketScreener,"SAN ANTONIO, Nov. 21, 2022 (GLOBE NEWSWIRE) -- Rackspace Technology® 
(NASDAQ: RXT)— a leading end-to-end, multicloud technology solutions..."
9,1 week ago,MSFT,"https://www.zacks.com/stock/news/2020235/focus-list-for-week-of-november-14"" ",Focus List for Week of November 14,Zacks,"Strong Buy Stocks for December, 2022. Our experts picked 7 Zacks Rank #1 
Strong Buy stocks with the best chance to skyrocket within the next 30-..."
0,1 week ago,MSFT,"https://www.channele2e.com/news/updates-22-november-2022/"" ",5 Channel Partner Program and MSP Market News Updates ...,ChannelE2E,"Microsoft and Rackspace – MSP Partnership: Rackspace has earned five ... 
Zoom's stock fell about 9% on the news, and shares ($ZM) are down..."
1,1 week ago,MSFT,"https://www.msspalert.com/cybersecurity-news/updates-22-november-2022/"" ",Managed Security Services Provider (MSSP) Market News: 22 ...,MSSP Alert,"More recently, Plurilock acquired CloudCodes in September 2022. Plurilock's 
stock is down roughly 66% over the past year. 5. Microsoft and..."
2,1 week ago,MSFT,"https://www.morningstar.com/news/marketwatch/2022112236/microsoft-overtakes-amazon-as-stock-with-most-long-hedge-fund-positions"" ",Microsoft overtakes Amazon as stock with most long hedge ...,Morningstar,"Microsoft is now the favorite stock of hedge funds, surpassing Amazon.com, 
according to an analysis from Goldman Sachs. ... 11-22-22 0511ET."
3,1 week ago,MSFT,"https://www.gurufocus.com/news/1898338/coombe-bender-co-llc-buys-3-sells-2-in-3rd-quarter"" ","Coombe, Bender &amp; Co LLC Buys 3, Sells 2 in 3rd Quarter",GuruFocus,"The 13F report details which stocks were in a guru's equity ... On 
11/22/2022, Microsoft Corp traded for a price of $244.2 per share and a..."
4,1 week ago,MSFT,"https://finance.yahoo.com/news/inflation-concerns-dragged-hasbro-shares-152124051.html"" ",Inflation Concerns Dragged Hasbro (HAS) Shares in the Third Quarter,Yahoo Finance,"On November 22, 2022, Hasbro, Inc. (NASDAQ:HAS) stock closed at $61.26 ... 
positions in Microsoft, Ball, Intel, Hasbro and McCormick (MKC)."
5,1 week ago,MSFT,"https://www.marketscreener.com/quote/stock/ALKAMI-TECHNOLOGY-INC-121300011/news/Maria-Alvarez-Joins-Alkami-Board-of-Directors-42386453/"" ",Maria Alvarez Joins Alkami Board of Directors,MarketScreener,"PLANO, Texas, Nov. 22, 2022 (GLOBE NEWSWIRE) -- Alkami Technology, ... 
Before joining Microsoft, Alvarez served as Chief Technology Officer..."
6,1 week ago,MSFT,"https://finance.yahoo.com/news/global-size-digital-transformation-market-123000065.html"" ","Global Size of Digital Transformation Market Forecasted to Reach USD 
3,739.06 Billion By 2030, With 23.6% CAGR Growth: Polaris Market Research",Yahoo Finance,"NEW YORK, Nov. 22, 2022 /PRNewswire/ -- Polaris Market Research recently 
published [115+ Pages] research report on ""Digital Transformation..."
7,15 hours ago,MSFT,"https://www.gematsu.com/2022/12/famitsu-sales-11-21-22-11-27-22"" ",Famitsu Sales: 11/21/22 - 11/27/22 [Update],Gematsu,"PlayStation 5 and Xbox Series consoles continue to face stock issues. ... 
[NSW] Minecraft (Microsoft, 06/21/18) – 11,223 (2,866,629)..."
8,1 week ago,MSFT,"https://finance.yahoo.com/news/blockchain-technology-healthcare-market-estimated-121700900.html"" ","Blockchain Technology in Healthcare Market Is Estimated To Grow At CAGR Of 
64.4%, 2018-2026 | Latest Industry Coverage By Douglas Insights",Yahoo Finance,"Central data encryption and security companies such as Microsoft ... Isle 
of Man, Nov. 22, 2022 (GLOBE NEWSWIRE) -- Douglas Insights is..."
9,1 week ago,MSFT,"https://finance.yahoo.com/news/media-advisory-november-26-small-123000132.html"" ","MEDIA ADVISORY - November 26 is Small Business Saturday®: CFIB encourages 
Canadians to celebrate by shopping local",Yahoo Finance,"TORONTO, Nov. 22, 2022 /CNW/ - Small Business Saturday is on November 26, 
adding to the week's big annual shopping events - Black Friday and..."
0,1 week ago,MSFT,"https://www.nasdaq.com/articles/technology-sector-update-for-11-23-2022:-msfthpqsymadsk"" ","Technology Sector Update for 11/23/2022: MSFT,HPQ,SYM ...",Nasdaq,"Technology Sector Update for 11/23/2022: MSFT,HPQ,SYM,ADSK ... Technology 
stocks turned solidly higher over the final two hours of Wednesday's..."
1,1 week ago,MSFT,"https://finance.yahoo.com/news/global-quantum-computing-market-report-124800930.html"" ","Global Quantum Computing Market Report 2022: Key Players Amazon, Microsoft, 
IBM, Intel &amp; More Drive Growth in $3.2 Billion Industry",Yahoo Finance,"Dublin, Nov. 23, 2022 (GLOBE NEWSWIRE) -- The ""Global Quantum Computing 
Market: Analysis By Component, By Application, ... Microsoft Corp."
2,1 week ago,MSFT,"https://www.morningstar.com/news/marketwatch/202211231115/activision-stock-falls-after-report-of-likely-ftc-antitrust-lawsuit-against-microsoft-acquisition"" ",Activision stock falls after report of 'likely' FTC antitrust lawsuit ...,Morningstar,"(MSFT)Politico reported late Wednesday that FTC staff are ... Activision 
shares fell 4.5% in after-hours trading, while Microsoft's stock..."
3,1 week ago,MSFT,"https://www.zacks.com/stock/news/2021236/4-technology-mutual-funds-to-invest-in-for-the-future"" ",4 Technology Mutual Funds to Invest in for the Future,Zacks,"The S&amp;P 500 Select Sector SPDR for technology has fallen 26% year to date 
as people have been driven away from growth stocks."
4,1 week ago,MSFT,"https://www.marketscreener.com/quote/stock/DE-LA-RUE-PLC-9590126/news/Transcript-De-La-Rue-plc-Q2-2023-Earnings-Call-Nov-23-2022-42392620/"" ","Transcript : De La Rue plc, Q2 2023 Earnings Call, Nov 23, 2022",MarketScreener,"Transcript : De La Rue plc, Q2 2023 Earnings Call, Nov 23, 2022 ... We 
extended the contract with Microsoft for a further 5 years and..."
5,1 week ago,MSFT,"https://www.gurufocus.com/news/1898514/nomura-asset-management-co-ltd-buys-3-sells-2-in-3rd-quarter"" ",NOMURA ASSET MANAGEMENT CO LTD,GuruFocus,"On 11/23/2022, Microsoft Corp traded for a price of $245.03 per share and a 
market cap of $1,826.57Bil. The stock has returned -27.15% over..."
6,2 weeks ago,MSFT,"https://www.livemint.com/market/live-blog/share-market-live-updates-sensex-nifty-bse-nse-stock-market-today-17-11-2022-11668645951561.html"" ","Sensex ends at 61,750, Nifty down 65 pts; Titan, M&amp;M lag; Tata Consumer 
shines | Mint",Mint,"The shares of the company are expected to list on the stock exchanges BSE 
and NSE next week on Wednesday, November 23, 2022. (Read More)."
7,1 week ago,MSFT,"https://www.zacks.com/stock/news/2021353/sony-reportedly-relaunching-china-hero-project-key-takeways"" ",SONY Reportedly Relaunching China Hero Project: Key Takeways,Zacks,"The program aims to tap China's gaming market and compete with the likes of 
Microsoft. Quoting the officials of Sony Interactive..."
8,1 week ago,MSFT,"https://www.realchangenews.org/news/2022/11/23/racing-finish-how-cyberwarfare-could-end-everything"" ",Racing to the finish: How cyberwarfare could end everything,Real Change,"Read more of the Nov. 23-29, 2022 issue. ... Vendor Esmerelda Hernandez 
shares her story in a profile by @pinestbomber."
9,1 week ago,MSFT,"https://finance.yahoo.com/news/dual-screen-laptops-global-market-154000207.html"" ",Dual Screen Laptops Global Market Report 2022: Ukraine-Russia War Impact,Yahoo Finance,"NEW YORK, Nov. 23, 2022 /PRNewswire/ -- ... Lenovo Group Limited, Microsoft 
Corporation, Dell, Apple Inc., Intel Corporation,..."
0,1 week ago,MSFT,"https://www.hellenicshippingnews.com/stock-market-snapshot-for-24-11-2022/"" ",STOCK MARKET SNAPSHOT FOR 24/11/2022,Hellenic Shipping News Worldwide,"STOCK MARKET SNAPSHOT FOR 24/11/2022 ... Heavyweight stocks, including 
Microsoft Corp (MSFT.O), Amazon.com Inc (AMZN."
1,1 week ago,MSFT,"https://www.zacks.com/stock/news/2021815/microsoft-msft-continues-to-face-threats-on-activision-deal"" ",Microsoft (MSFT) Continues to Face Threats on Activision Deal,Zacks,"Microsoft (MSFT) Continues to Face Threats on Activision Deal. Zacks Equity 
Research November 24, 2022. MSFT Quick Quote MSFT"
2,1 week ago,MSFT,"https://www.marketscreener.com/quote/stock/TRIFAST-PLC-4002380/news/Transcript-Trifast-plc-H1-2023-Earnings-Call-Nov-24-2022-42404154/"" ","Transcript : Trifast plc, H1 2023 Earnings Call, Nov 24, 2022",MarketScreener,"Transcript : Trifast plc, H1 2023 Earnings Call, Nov 24, 2022 ... arising 
from Microsoft -- microchip shortages, coupled with a decline in..."
3,1 week ago,MSFT,"https://m.marketscreener.com/quote/stock/QUORUM-INFORMATION-TECHNO-49477165/news/Transcript-Quorum-Information-Technologies-Inc-Q3-2022-Earnings-Call-Nov-24-2022-42405657/"" ","Transcript : Quorum Information Technologies Inc., Q3 2022 Earnings Call, 
Nov 24, 2022",MarketScreener,"... Technologies Inc., Q3 2022 Earnings Call, Nov 24, 2022 ... how we've 
actually structured the pricing with Microsoft, there's sort of a..."
4,1 week ago,MSFT,"https://finance.yahoo.com/news/global-cloud-erp-market-report-154500024.html"" ","Global Cloud ERP Market Report 2022 to 2027: Advent of Big Data and 
Analytics in Cloud ERP Solutions Presents Opportunities",Yahoo Finance,"DUBLIN, Nov. 24, 2022 /PRNewswire/ -- The ""Cloud ERP Market by Component 
... Major players, such as Microsoft, Oracle, IBM, and OVH,..."
5,1 week ago,MSFT,"https://www.zacks.com/stock/news/2021661/heres-why-arista-anet-is-a-promising-portfolio-pick"" ",Here's Why Arista (ANET) is a Promising Portfolio Pick,Zacks,"Despite intense market volatility, this Zacks Rank #1 (Strong Buy) stock 
appears to be a solid investment option at the moment."
6,1 week ago,MSFT,"https://www.prunderground.com/microsoft-surface-pro-laptop-black-friday-deals-2022-early-surface-pro-9-pro-8-pro-7-surface-laptop-studio-surface-book-more-deals-listed-by-consumer-articles/00282505/"" ","Microsoft Surface Pro &amp; Laptop Black Friday Deals 2022: Early Surface Pro 
9, Pro 8, Pro 7+ Surface Laptop Studio, Surface Book &amp; More Deals Listed by 
Consumer Articles",PR Underground,"Early Black Friday Microsoft Surface Pro &amp; laptop deals for 2022 are live. 
... Consumer Articles shares informative e-commerce news."
7,1 week ago,MSFT,"https://www.einnews.com/pr_news/603029394/surface-pro-9-black-friday-deals-2022-top-early-microsoft-surface-pro-9-2-in-1-laptop-savings-listed-by-retail-egg"" ","Surface Pro 9 Black Friday Deals 2022: Top Early Microsoft Surface Pro 9 
2-In-1 Laptop, Savings Listed by",EIN News,"BOSTON, UNITED STATES, November 24, 2022 /EINPresswire.com/ -- Here's a ... 
About Retail Egg: Retail Egg shares e-commerce deals news."
8,1 week ago,MSFT,"https://finance.yahoo.com/news/oil-gas-innovation-tracker-emissions-130000260.html"" ",Oil &amp; Gas Innovation Tracker: Emissions Management,Yahoo Finance,"NEW YORK, Nov. 24, 2022 /PRNewswire/ -- As decarbonization ... View 
original content:https://www.prnewswire.com/news-releases/oil--gas-..."
9,1 week ago,MSFT,"https://finance.yahoo.com/news/big-data-market-size-hit-121000483.html"" ","Big Data Market Size to Hit US$395 Bn Mark by 2029 End | Fairfield Market 
Research Projects Asia Pacific Outweighing North America, and Europe",Yahoo Finance,"Between The Years of 2021 and 2029, the Global Market is Anticipated to 
Register a CAGR of 11.5%. London, Nov. 24, 2022 (GLOBE NEWSWIRE) --..."
0,1 week ago,MSFT,"https://www.nasdaq.com/articles/stock-market-news-for-nov-25-2022"" ","Stock Market News for Nov 25, 2022",Nasdaq,"Stock Market News for Nov 25, 2022 ... Shares of Netflix, Inc. NFLX gained 
1.7%, while Microsoft Corporation MSFT advanced 1%."
1,6 days ago,MSFT,"https://staceyoniot.com/iot-news-of-the-week-for-nov-25-2022/"" ","IoT news of the week for Nov. 25, 2022",Stacey on IoT,"Microsoft discovers vulnerability in ancient software that affects IoT: 
This week ... has applied to list on the Tokyo Stock Exchange."
2,2 days ago,MSFT,"https://seekingalpha.com/article/4561217-activision-headwinds-for-china-to-approve-microsoft-acquisition"" ",Activision: Too Many Headwinds To Navigate For Microsoft ...,Seeking Alpha,"Microsoft has plans to acquire Activision Blizzard, ... Activision on its 
own has seen its shares increase 600% in the past 10 years,..."
3,6 days ago,MSFT,"https://www.bloomberg.com/news/videos/2022-11-25/bloomberg-markets-european-close-11-25-2022"" ",Watch Bloomberg Markets: European Close (11/25/2022),Bloomberg.com,"Bloomberg Markets: European Close (11/25/2022) ... hear from the biggest 
newsmakers and showcase the unrivaled expertise of Bloomberg News."
4,5 days ago,MSFT,"https://zeenews.india.com/companies/zoho-co-founder-sridhar-vembu-takes-a-dig-in-the-old-company-logo-he-made-himself-way-back-in-1997-on-microsoft-paint-2540786.html"" ","Zoho co-founder Sridhar Vembu takes a dig in the old company logo he made 
way back in 1997 on Microsoft Pai...",Zee News,"I designed it on Microsoft Paint using all the design skills I could ... 
designer?,” Zoho CEO Sridhar Vembu tweeted on November 25, 2022."
5,1 week ago,MSFT,"https://indianexpress.com/audio/expresso-business-update/todays-latest-business-news-finance-and-share-market-news-at-530-pm-on-25th-november-2022-8281337-8283322-8285674-8287824-8289837/8289837/"" ","Today's Latest Business News, Finance and Share Market ...",The Indian Express,"Uniparts India's shares are likely to debut on the stock exchanges on 12th 
December. Uniparts India IPO consists entirely of an offer for sale..."
6,1 week ago,MSFT,"https://www.morningstar.com/news/marketwatch/20221125384/activision-blizzard-may-face-ftc-suit-over-microsoft-merger-report"" ",Activision Blizzard may face FTC suit over Microsoft merger ...,Morningstar,"Activision shares dropped 4.2% on Friday, while Microsoft's stock edged up 
by 0.1%. The report surfaced after the European Union's competition..."
7,1 week ago,MSFT,"https://www.zacks.com/stock/news/2022215/salesforce-crm-to-report-q3-earnings-whats-in-store"" ",Salesforce (CRM) to Report Q3 Earnings: What's in Store?,Zacks,"Screening · Stock Screener · Mutual Fund Screener · ETF Screener ... 
Further, stiff competition from Oracle and Microsoft is a concern,..."
8,1 week ago,MSFT,"https://www.zacks.com/stock/news/2022231/why-jabil-jbl-appears-a-solid-investment-proposition-now"" ",Why Jabil (JBL) Appears a Solid Investment Proposition Now,Zacks,"Shares of Jabil Inc. ( JBL Quick Quote JBL - Free Report) have risen 17.7% 
over the past year, driven by healthy revenues on the back of a..."
9,1 week ago,MSFT,"https://finance.yahoo.com/news/healthcare-crm-global-market-report-132000132.html"" ",Healthcare CRM Global Market Report 2022: Ukraine-Russia War Impact,Yahoo Finance,"NEW YORK, Nov. 25, 2022 /PRNewswire/ -- Major players in the healthcare CRM 
market are Salesforce Inc, Microsoft Corporation,..."
0,6 days ago,MSFT,"https://www.hellenicshippingnews.com/stock-market-snapshot-for-26-11-2022/"" ",STOCK MARKET SNAPSHOT FOR 26/11/2022,Hellenic Shipping News Worldwide,"STOCK MARKET SNAPSHOT FOR 26/11/2022 ... Federal Trade Commission was 
likely to file an antitrust lawsuit to block Microsoft Corp's (MSFT."
1,5 days ago,MSFT,"https://finance.yahoo.com/news/private-public-cloud-market-size-020000353.html"" ","Private and Public Cloud Market Size in the Financial Services Industry to 
Increase by USD 90,175.21 Million: 37% Growth to Originate from North 
America - Technavio",Yahoo Finance,"NEW YORK, Nov. 26, 2022 /PRNewswire/ -- The private and public cloud ... 
multimedia:https://www.prnewswire.com/news-releases/private-and-..."
2,6 days ago,MSFT,"https://finance.yahoo.com/news/hydraulic-seals-market-historic-industry-141500979.html"" ","Hydraulic Seals Market: Historic Industry Size and Analysis of 15 Vendors 
and 7 Countries - Technavio",Yahoo Finance,"NEW YORK, Nov. 26, 2022 /PRNewswire/ -- The hydraulic seals market ... 
multimedia:https://www.prnewswire.com/news-releases/hydraulic-seals-..."
3,5 days ago,MSFT,"https://mashable.com/live/black-friday-deals-live-2022"" ","Black Friday Deals Live 2022: Tracking Apple, Best Buy ...",Mashable,"2:53 pm ET | November 26, 2022 ... fire up the ol' Prime account: Amazon is 
running a limited-time Stock Up &amp; Save promotion(opens in a new..."
